plot,month,year,species,cover,height,phenology,remarks
F7P6,March,2020,Echium vulgare,2a,4,v,0
F7P6,March,2020,Gagea pusilla,+,4,fl,
F7P6,March,2020,Holosteum umbellatum,+,3,pre fl,
F7P6,March,2020,Lamium amplexicaule,+,2,pre fl,
F7P6,March,2020,Lepidium campestre,+,1,v,
F7P6,March,2020,Medicago minima,+,1,v,
F7P6,March,2020,Minuartia rubra,r,1,v,
F7P6,March,2020,Ranunculus illyricus,+,2,v,
F7P6,March,2020,Sedum album,+,3,v,
F7P6,March,2020,Teucrium chamaedrys,2a,5,v,
F7P6,March,2020,Veronica arvensis,r,1,v,
F7P6,March,2020,Veronica praecox,+,1,v,
F7P6,March,2020,Veronica sublobata,1,4,fl,
F1P1,May,2020,Acinos arvensis,+,3,v,
F1P1,May,2020,Alyssum alyssoides,+,2,v,
F1P1,May,2020,Echium vulgare,1,10,v,
F1P1,May,2020,Festuca valesiaca,2a,1b,fl,
F1P1,May,2020,Medicago minima,r,1,v,
F1P1,May,2020,Teucrium chamaedrys,1,8,v,
F1P1,May,2020,Verbascum lychnitis,1,3,v,
F1P1,May,2020,Elymus hispidus,r,5,v,
F1P2,May,2020,Alyssum alyssoides,+,2,v,
F1P2,May,2020,Arabis auriculata,r,7,fr,
F1P2,May,2020,Arenaria serpyllifolia,+,4,v,
F1P2,May,2020,Arrhenatherum elatius,1,18,v,
F1P2,May,2020,Artemisia absinthium,3,20,v,
F1P2,May,2020,Festuca valesiaca,1,18,v,
F1P2,May,2020,Medicago minima,+,2,v,
F1P2,May,2020,Teucrium chamaedrys,2b,8,v,
F1P2,May,2020,Trifolium arvense,+,4,v,
F1P2,May,2020,Verbascum lychnitis,2b,7,v,
F1P2,May,2020,Veronica arvensis,+,3,v,
F1P2,May,2020,Alyssum montanum subsp. gmelinii,+,3,v,
F1P2,May,2020,Veronica praecox,+,6,v,
F1P3,May,2020,Acinos arvensis,r,2,v,
F1P3,May,2020,Arrhenatherum elatius,1,20,fl,
F1P3,May,2020,Carex supina,+,5,v,
F1P3,May,2020,Elymus hispidus,+,10,v,
F1P3,May,2020,Festuca valesiaca,1,8,fl,
F1P3,May,2020,Teucrium chamaedrys,2a,8,v,
F1P3,May,2020,Alyssum alyssoides,+,3,v,
F1P3,May,2020,Arenaria serpyllifolia,+,2,fr,
F1P3,May,2020,Trifolium campestre,r,2,v,
F1P4,May,2020,Anthriscus cerefolium,r,12,fr,
F1P4,May,2020,Carex praecox,+,12,fl,
F1P4,May,2020,Carex supina,+,5,v,
F1P4,May,2020,Cerastium sp.,+,10,v,Cerastium pumilum
F1P4,May,2020,Convolvulus arvensis,+,5,v,
F1P4,May,2020,Echium vulgare,r,2,v,
F1P4,May,2020,Elymus hispidus,+,15,v,
F1P4,May,2020,Geranium pusillum,+,5,fr,
F1P4,May,2020,Teucrium chamaedrys,2a,8,v,
F1P4,May,2020,Thymus praecox,+,8,fr,
F1P4,May,2020,Arrhenatherum elatius,2a,23,v,
F1P4,May,2020,Arabis auriculata,r,8,v,
F1P4,May,2020,Alyssum alyssoides,+,2,v,
F1P5,May,2020,Arabis auriculata,r,7,p,"neni jiste, co p znamena"
F1P5,May,2020,Arenaria serpyllifolia,+,2,f,
F1P5,May,2020,Artemisia campestris,1,5,v,
F1P5,May,2020,Echium vulgare,+,3,v,
F1P5,May,2020,Elymus hispidus,+,15,v,
F1P5,May,2020,Geranium pusillum,+,2,v,
F1P5,May,2020,Phleum phleoides,1,7,v,
F1P5,May,2020,Teucrium chamaedrys,3,5,v,
F1P5,May,2020,Trifolium arvense,1,3,v,
F1P5,May,2020,Carex supina,1,7,fr,
F1P5,May,2020,Achillea collina,r,8,v,
F1P5,May,2020,Bromus japonicus,r,5,v,
F1P5,May,2020,Acinos arvensis,r,1,v,
F1P6,May,2020,Acinos arvensis,+,2,v,
F1P6,May,2020,Arenaria serpyllifolia,+,3,v,
F1P6,May,2020,Artemisia absinthium,2a,12,v,
F1P6,May,2020,Convolvulus arvensis,+,6,v,
F1P6,May,2020,Echium vulgare,+,4,v,
F1P6,May,2020,Geranium pusillum,+,3,v,
F1P6,May,2020,Teucrium chamaedrys,2b,5,v,
F1P6,May,2020,Trifolium arvense,r,7,v,
F1P6,May,2020,Carex praecox,+,6,v,
F1P6,May,2020,Festuca valesiaca,+,3,v,
F1P6,May,2020,Arabis auriculata,r,14,v,
F2P1,May,2020,Alyssum alyssoides,+,3,fr,
F2P1,May,2020,Arenaria serpyllifolia,+,3,v,
F2P1,May,2020,Bromus sp.,+,7,fr,japonicus
F2P1,May,2020,Echium vulgare,+,2,v,
F2P1,May,2020,Lotus corniculatus,1,5,fl,
F2P1,May,2020,Medicago minima,+,1,v,
F2P1,May,2020,Melica ciliata,1,12,v,
F2P1,May,2020,Phleum phleoides,1,5,v,
F2P1,May,2020,Potentilla incana,3,4,fr,
F2P1,May,2020,Sedum album,+,4,v,
F2P1,May,2020,Teucrium chamaedrys,+,6,v,
F2P1,May,2020,Veronica praecox,r,2,v,
F2P1,May,2020,Camelina microcarpa,+,9,v,
F2P2,May,2020,Alyssum alyssoides,+,2,v,
F2P2,May,2020,Arenaria serpyllifolia,+,3,v,
F2P2,May,2020,Bromus tectorum,+,12,fr,
F2P2,May,2020,Centaurea stoebe,+,3,v,
F2P2,May,2020,Cerastium sp.,r,2,fr,Cerastium semidecandrum
F2P2,May,2020,Medicago minima,r,1,v,
F2P2,May,2020,Phleum phleoides,1,7,v,
F2P2,May,2020,Teucrium chamaedrys,2b,6,v,
F2P2,May,2020,Verbascum lychnitis,2b,12,v,
F2P2,May,2020,Saxifraga tridactylites,r,2,pfr,post fruiting
F2P3,May,2020,Alyssum alyssoides,+,3,v,
F2P3,May,2020,Arenaria serpyllifolia,+,2,v,
F2P3,May,2020,Artemisia absinthium,3,20,v,
F2P3,May,2020,Bromus tectorum,+,11,v,
F2P3,May,2020,Carex praecox,1,2,v,mozna supina
F2P3,May,2020,Festuca valesiaca,2a,15,fl,
F2P3,May,2020,Phleum phleoides,1,5,v,
F2P3,May,2020,Teucrium chamaedrys,2a,10,v,
F2P3,May,2020,Veronica praecox,+,4,v,
F2P3,May,2020,Camelina microcarpa,+,7,v,
F2P4,May,2020,Acinos arvensis,+,2,v,
F2P4,May,2020,Bromus japonicus,+,8,v,
F2P4,May,2020,Lamium amplexicaule,+,3,pfr,
F2P4,May,2020,Medicago minima,r,1,v,
F2P4,May,2020,Carex supina,1,13,fr,
F2P4,May,2020,Teucrium chamaedrys,3,7,v,
F2P4,May,2020,Melica ciliata,+,3,v,
F2P5,May,2020,Acinos arvensis,+,3,v,
F2P5,May,2020,Medicago minima,+,2,v,
F2P5,May,2020,Teucrium chamaedrys,+,2,v,
F2P5,May,2020,Camelina microcarpa,+,3,v,
F2P6,May,2020,Alyssum alyssoides,+,2,v,
F2P6,May,2020,Arenaria serpyllifolia,1,3,fr,
F2P6,May,2020,Bromus japonicus,+,3,v,
F2P6,May,2020,Cerastium sp.,+,2,pfr,Cerastium semidecandrum
F2P6,May,2020,Echium vulgare,+,2,v,
F2P6,May,2020,Lamium amplexicaule,1,3,pfr,
F2P6,May,2020,Medicago minima,r,2,v,
F2P6,May,2020,Teucrium chamaedrys,1,5,v,
F2P6,May,2020,Camelina microcarpa,+,3,v,
F2P6,May,2020,Acinos arvensis,+,5,v,
F3P1,May,2020,Acinos arvensis,+,2,v,
F3P1,May,2020,Alyssum alyssoides,+,3,fr,
F3P1,May,2020,Arenaria serpyllifolia,r,2,v,
F3P1,May,2020,Bromus japonicus,+,7,v,
F3P1,May,2020,Centaurea stoebe,2a,20,v,
F3P1,May,2020,Dianthus pontederae,+,13,fr,
F3P1,May,2020,Koeleria macrantha,1,10,fr,
F3P1,May,2020,Medicago minima,+,2,v,
F3P1,May,2020,Arrhenatherum elatius,1,12,v,
F3P1,May,2020,Trifolium arvense,r,1,v,
F3P1,May,2020,Verbascum lychnitis,2a,5,v,
F3P1,May,2020,Potentilla incana,1,2,v,
F3P2,May,2020,Alyssum alyssoides,+,1,v,
F3P2,May,2020,Festuca valesiaca,1,12,fl,
F3P2,May,2020,Galium glaucum,+,5,v,
F3P2,May,2020,Potentilla incana,4,5,fr,
F3P2,May,2020,Sedum album,1,2,v,
F3P2,May,2020,Verbascum lychnitis,1,3,v,
F3P2,May,2020,Arrhenatherum elatius,+,10,v,
F3P3,May,2020,Koeleria macrantha,+,8,fl,
F3P3,May,2020,Veronica prostrata,2b,7,fr,
F3P3,May,2020,Acinos arvensis,+,1,v,
F3P3,May,2020,Melica ciliata,+,5,v,
F3P3,May,2020,Cerastium sp.,+,3,fr,
F3P3,May,2020,Alyssum alyssoides,1,3,fr,
F3P3,May,2020,Taraxacum sect. Erythrosperma,r,1,v,
F3P3,May,2020,Sedum album,1,3,v,
F3P3,May,2020,Bromus tectorum,+,6,fr,
F3P3,May,2020,Verbascum lychnitis,1,5,v,
F3P3,May,2020,Medicago minima,+,2,v,
F3P3,May,2020,Echium vulgare,1,3,v,
F3P3,May,2020,Trifolium arvense,r,2,v,
F3P3,May,2020,Arenaria serpyllifolia,+,2,v,
F3P4,May,2020,Acinos arvensis,1,4,v,
F3P4,May,2020,Alyssum alyssoides,+,3,fr,
F3P4,May,2020,Bromus sp.,+,7,fr,
F3P4,May,2020,Centaurea stoebe,+,13,v,
F3P4,May,2020,Festuca valesiaca,+,17,fl,
F3P4,May,2020,Galium verum ,+,6,v,
F3P4,May,2020,Melica ciliata,+,7,v,
F3P4,May,2020,Potentilla incana,1,3,fr,
F3P4,May,2020,Sedum album,1,3,v,
F3P4,May,2020,Teucrium chamaedrys,2b,6,v,
F3P5,May,2020,Alyssum alyssoides,+,8,fl,
F3P5,May,2020,Arenaria serpyllifolia,+,2,fr,
F3P5,May,2020,Festuca valesiaca,1,10,fr,
F3P5,May,2020,Melica ciliata,1,7,v,
F3P5,May,2020,Teucrium chamaedrys,1,4,v,
F3P5,May,2020,Cerastium sp.,+,3,pfr,Cerastium semidecandrum
F3P5,May,2020,Camelina microcarpa,+,1,v,
F3P5,May,2020,Galium glaucum,r,4,v,cf
F3P6,May,2020,Alyssum alyssoides,+,2,fl,
F3P6,May,2020,Arenaria serpyllifolia,r,3,fr,
F3P6,May,2020,Centaurea stoebe,+,5,v,
F3P6,May,2020,Cerastium sp.,r,3,pfr,
F3P6,May,2020,Dianthus pontederae,+,10,fl,
F3P6,May,2020,Festuca valesiaca,1,10,fl,
F3P6,May,2020,Arrhenatherum elatius,1,7,v,
F3P6,May,2020,Minuartia rubra,r,1,v,
F3P6,May,2020,Sedum album,2a,3,v,
F3P6,May,2020,Senecio vulgaris,+,5,pfr,
F4P1,May,2020,Alyssum montanum subsp. gmelinii,+,2,fr,
F4P1,May,2020,Echium vulgare,2a,7,v,
F4P1,May,2020,Koeleria macrantha,2a,19,fl,
F4P1,May,2020,Medicago minima,+,2,v,
F4P1,May,2020,Melica ciliata,+,5,v,
F4P1,May,2020,Potentilla incana,1,4,fr,
F4P1,May,2020,Sedum album,1,2,v,
F4P1,May,2020,Seseli osseum,+,3,v,
F4P1,May,2020,Teucrium chamaedrys,2a,4,v,
F4P1,May,2020,Cerastium sp.,r,3,f,
F4P1,May,2020,Camelina microcarpa,r,2,v,Q1
F4P2,May,2020,Acinos arvensis,r,2,v,
F4P2,May,2020,Alyssum alyssoides,1,6,fl,
F4P2,May,2020,Arenaria serpyllifolia,+,2,v,
F4P2,May,2020,Centaurea stoebe,2a,7,v,
F4P2,May,2020,Cerastium sp.,r,7,pfr,Cerastium semidecandrum
F4P2,May,2020,Echium vulgare,+,4,v,
F4P2,May,2020,Lappula squarrosa,1,5,v,
F4P2,May,2020,Medicago minima,+,1,v,
F4P2,May,2020,Melica ciliata,+,7,fl,
F4P2,May,2020,Teucrium chamaedrys,3,5,v,
F4P2,May,2020,Bromus japonicus,1,13,fl,
F4P3,May,2020,Alyssum alyssoides,+,9,fr,
F4P3,May,2020,Dianthus pontederae,+,10,fl,
F4P3,May,2020,Lappula squarrosa,r,1,s,
F4P3,May,2020,Phleum phleoides,2a,5,v,
F4P3,May,2020,Seseli osseum,+,3,v,
F4P3,May,2020,Teucrium chamaedrys,2a,7,v,
F4P3,May,2020,Verbascum lychnitis,+,4,v,
F4P3,May,2020,Veronica praecox,+,6,pfr,
F4P4,May,2020,Acinos arvensis,r,2,v,
F4P4,May,2020,Alyssum alyssoides,+,5,fr,
F4P4,May,2020,Arenaria serpyllifolia,+,4,fr,
F4P4,May,2020,Bromus sp.,r,7,v,
F4P4,May,2020,Dianthus pontederae,+,4,v,
F4P4,May,2020,Medicago minima,1,2,v,
F4P4,May,2020,Sedum album,+,4,v,
F4P4,May,2020,Teucrium chamaedrys,2a,4,v,
F4P4,May,2020,Trifolium arvense,r,1,v,
F4P4,May,2020,Melica ciliata,+,11,v,
F4P4,May,2020,Veronica praecox,+,3,fr,
F4P4,May,2020,Poa bulbosa,+,12,v,
F4P4,May,2020,Cerastium sp.,+,4,fr,Cerastium semidecandrum
F4P5,May,2020,Alyssum alyssoides,1,5,fl,
F4P5,May,2020,Arenaria serpyllifolia,+,3,fr,
F4P5,May,2020,Echium vulgare,+,5,fl,
F4P5,May,2020,Potentilla incana,1,3,fr,
F4P5,May,2020,Teucrium chamaedrys,2b,7,v,
F4P5,May,2020,Veronica praecox,+,4,pfr,
F4P5,May,2020,Bromus tectorum,1,18,fl,
F4P5,May,2020,Arabis auriculata,r,10,pfr,drive asi jako A. sagittata
F4P6,May,2020,Acinos arvensis,+,2,v,
F4P6,May,2020,Alyssum alyssoides,+,2,fl,
F4P6,May,2020,Echium vulgare,1,10,v,
F4P6,May,2020,Medicago minima,+,1,v,
F4P6,May,2020,Phleum phleoides,2a,6,v,
F4P6,May,2020,Sedum album,2a,3,v,
F4P6,May,2020,Teucrium chamaedrys,2a,5,v,
F5P1,May,2020,Acinos arvensis,+,2,v,
F5P1,May,2020,Alyssum alyssoides,+,2,fr,
F5P1,May,2020,Dianthus pontederae,+,10,fl,
F5P1,May,2020,Phleum phleoides,2a,5,v,
F5P1,May,2020,Potentilla incana,1,4,fr,
F5P1,May,2020,Sedum album,2a,3,v,
F5P1,May,2020,Seseli osseum,+,3,v,
F5P1,May,2020,Verbascum lychnitis,1,8,v,
F5P1,May,2020,Bromus japonicus,r,10,v,
F5P2,May,2020,Acinos arvensis,+,2,v,
F5P2,May,2020,Arenaria serpyllifolia,r,2,fr,
F5P2,May,2020,Arrhenatherum elatius,+,10,v,
F5P2,May,2020,Camelina microcarpa,1,17,fl,
F5P2,May,2020,Echium vulgare,1,5,v,
F5P2,May,2020,Lappula squarrosa,+,4,v,
F5P2,May,2020,Medicago minima,+,12,v,
F5P2,May,2020,Melica ciliata,1,10,v,
F5P2,May,2020,Sedum album,1,5,v,
F5P2,May,2020,Teucrium chamaedrys,3,10,v,
F5P2,May,2020,Alyssum alyssoides,+,2,v,
F5P2,May,2020,Seseli osseum,r,2,v,
F5P2,May,2020,Cerastium sp.,r,7,pfr,Cerastium semidecandrum
F5P3,May,2020,Acinos arvensis,+,1,s,
F5P3,May,2020,Alyssum alyssoides,+,1,fr,
F5P3,May,2020,Dianthus pontederae,+,2,v,
F5P3,May,2020,Festuca csikhegyensis,+,9,fl,
F5P3,May,2020,Koeleria macrantha,+,19,fl,
F5P3,May,2020,Medicago minima,+,2,v,
F5P3,May,2020,Minuartia rubra,r,2,v,
F5P3,May,2020,Phleum phleoides,+,8,fl,
F5P3,May,2020,Sedum album,1,3,v,
F5P3,May,2020,Seseli osseum,+,9,v,
F5P3,May,2020,Teucrium chamaedrys,2a,9,v,
F5P3,May,2020,Bromus japonicus,r,4,v,
F5P3,May,2020,Centaurea stoebe,r,2,v,
F5P3,May,2020,Potentilla incana,3,5,fl,
F5P4,May,2020,Alyssum alyssoides,+,1,v,
F5P4,May,2020,Arenaria serpyllifolia,r,2,fr,
F5P4,May,2020,Camelina microcarpa,+,3,v,
F5P4,May,2020,Festuca valesiaca,+,10,fl,
F5P4,May,2020,Potentilla incana,2b,6,fr,
F5P4,May,2020,Sedum album,2a,2,v,
F5P4,May,2020,Seseli osseum,1,10,v,
F5P4,May,2020,Teucrium chamaedrys,+,7,v,
F5P4,May,2020,Veronica praecox,+,3,pfr,
F5P4,May,2020,Bromus sp.,+,10,v,
F5P4,May,2020,Centaurea stoebe,r,1,s,
F5P5,May,2020,Acinos arvensis,+,2,v,
F5P5,May,2020,Alyssum alyssoides,+,2,v,
F5P5,May,2020,Arenaria serpyllifolia,+,3,fr,
F5P5,May,2020,Echium vulgare,2a,6,v,
F5P5,May,2020,Medicago minima,+,2,v,
F5P5,May,2020,Minuartia rubra,+,2,v,
F5P5,May,2020,Potentilla incana,1,4,fr,
F5P5,May,2020,Sedum album,+,2,v,
F5P5,May,2020,Veronica praecox,r,3,fr,
F5P5,May,2020,Melica ciliata,+,8,fr,
F5P5,May,2020,Bromus japonicus,+,7,v,
F5P5,May,2020,Holosteum umbellatum,r,2,fr,
F5P5,May,2020,Lappula squarrosa,+,2,v,
F5P6,May,2020,Acinos arvensis,+,2,v,
F5P6,May,2020,Alyssum alyssoides,+,3,fr,
F5P6,May,2020,Arenaria serpyllifolia,+,3,fr,
F5P6,May,2020,Medicago minima,r,2,v,
F5P6,May,2020,Potentilla incana,2a,4,fr,
F5P6,May,2020,Camelina microcarpa,+,22,fr,
F5P6,May,2020,Sedum album,2a,5,v,
F5P6,May,2020,Verbascum lychnitis,2b,12,v,
F5P6,May,2020,Echium vulgare,+,5,v,
F5P6,May,2020,Melica ciliata,1,20,v,
F5P6,May,2020,Bromus japonicus,+,8,v,
F5P6,May,2020,Lappula squarrosa,+,2,v,
F6P1,May,2020,Allium flavum,r,12,v,
F6P1,May,2020,Arenaria serpyllifolia,+,2,v,
F6P1,May,2020,Bromus japonicus,+,10,v,
F6P1,May,2020,Echium vulgare,2a,5,v,
F6P1,May,2020,Iris pumila,1,7,v,
F6P1,May,2020,Medicago minima,+,2,v,
F6P1,May,2020,Sedum album,2b,4,v,
F6P1,May,2020,Teucrium chamaedrys,2a,4,v,
F6P2,May,2020,Acinos arvensis,r,4,v,
F6P2,May,2020,Arenaria serpyllifolia,+,3,fr,
F6P2,May,2020,Bromus japonicus,+,3,v,
F6P2,May,2020,Centaurea stoebe,1,10,v,
F6P2,May,2020,Echium vulgare,2b,10,v,
F6P2,May,2020,Holosteum umbellatum,+,3,fr,
F6P2,May,2020,Medicago minima,+,1,v,
F6P2,May,2020,Sedum album,1,5,v,
F6P2,May,2020,Trifolium arvense,r,1,v,
F6P2,May,2020,Arrhenatherum elatius,+,4,v,
F6P3,May,2020,Acinos arvensis,+,1,v,
F6P3,May,2020,Cerastium sp.,+,4,v,Cerastium semidecandrum
F6P3,May,2020,Echium vulgare,2b,9,v,
F6P3,May,2020,Festuca valesiaca,r,8,v,
F6P3,May,2020,Sedum album,2a,8,v,
F6P3,May,2020,Teucrium chamaedrys,2a,5,v,
F6P3,May,2020,Trifolium arvense,+,1,v,
F6P4,May,2020,Achillea collina,r,5,v,
F6P4,May,2020,Convolvulus arvensis,+,7,v,
F6P4,May,2020,Echium vulgare,4,20,v,
F6P4,May,2020,Euphorbia cyparissias,r,5,v,
F6P4,May,2020,Galium glaucum,+,5,v,Galium sp.!
F6P4,May,2020,Medicago minima,+,2,v,
F6P4,May,2020,Sedum album,+,5,v,
F6P4,May,2020,Teucrium chamaedrys,1,5,v,
F6P4,May,2020,Arrhenatherum elatius,+,12,v,
F6P5,May,2020,Achillea collina,+,6,v,
F6P5,May,2020,Acinos arvensis,r,1,v,
F6P5,May,2020,Arenaria serpyllifolia,+,2,fr,
F6P5,May,2020,Centaurea stoebe,1,4,v,
F6P5,May,2020,Cerastium sp.,+,5,fr,
F6P5,May,2020,Echium vulgare,1,8,v,
F6P5,May,2020,Festuca valesiaca,1,10,v,
F6P5,May,2020,Holosteum umbellatum,r,4,fr,
F6P5,May,2020,Inula oculus-christi,+,6,v,
F6P5,May,2020,Sedum album,2a,3,v,
F6P5,May,2020,Teucrium chamaedrys,2a,4,v,
F6P5,May,2020,Potentilla incana,+,3,fr,
F6P5,May,2020,Trifolium arvense,+,2,v,
F6P6,May,2020,Acinos arvensis,+,3,v,
F6P6,May,2020,Arenaria serpyllifolia,r,3,fr,
F6P6,May,2020,Arrhenatherum elatius,+,7,v,
F6P6,May,2020,Cerastium sp.,r,5,pfr,
F6P6,May,2020,Echium vulgare,2a,7,v,
F6P6,May,2020,Inula oculus-christi,2a,5,v,
F6P6,May,2020,Lamium amplexicaule,+,3,pfr,
F6P6,May,2020,Sedum album,1,6,v,
F6P6,May,2020,Teucrium chamaedrys,1,5,v,
F6P6,May,2020,Veronica arvensis,+,3,fr,
F6P6,May,2020,Veronica praecox,+,3,pfr,
F6P6,May,2020,Melica ciliata,r,8,v,
F6P6,May,2020,Bromus japonicus,r,2,v,
F7P1,May,2020,Acinos arvensis,+,2,v,
F7P1,May,2020,Arenaria serpyllifolia,r,2,v,
F7P1,May,2020,Echium vulgare,1,3,v,
F7P1,May,2020,Sedum album,+,4,v,
F7P1,May,2020,Teucrium chamaedrys,3,6,v,
F7P1,May,2020,Veronica praecox,+,4,fr,
F7P1,May,2020,Arrhenatherum elatius,1,8,v,
F7P1,May,2020,Bromus japonicus,+,7,v,
F7P1,May,2020,Holosteum umbellatum,r,7,pfr,
F7P1,May,2020,Phleum phleoides,r,2,v,
F7P1,May,2020,Verbascum lychnitis,r,1,v,
F7P2,May,2020,Acinos arvensis,+,2,v,
F7P2,May,2020,Dianthus pontederae,+,9,fr,
F7P2,May,2020,Echium vulgare,1,8,v,
F7P2,May,2020,Lepidium campestre,r,1,v,
F7P2,May,2020,Melica ciliata,+,6,v,
F7P2,May,2020,Sedum album,+,3,v,
F7P2,May,2020,Teucrium chamaedrys,2a,6,v,
F7P2,May,2020,Bromus japonicus,+,9,v,
F7P2,May,2020,Cerastium sp.,+,5,fr,Cerastium semidecandrum
F7P2,May,2020,Veronica praecox,r,4,fr,
F7P3,May,2020,Arenaria serpyllifolia,+,1,v,
F7P3,May,2020,Cerastium sp.,+,5,fr,
F7P3,May,2020,Echium vulgare,2a,5,v,
F7P3,May,2020,Geranium pusillum,+,5,fr,
F7P3,May,2020,Hesperis tristis ,+,7,v,
F7P3,May,2020,Lamium amplexicaule,+,3,fr,
F7P3,May,2020,Potentilla incana,2a,4,v,
F7P3,May,2020,Teucrium chamaedrys,2a,5,v,
F7P3,May,2020,Acinos arvensis,r,1,v,
F7P3,May,2020,Arrhenatherum elatius,+,6,v,
F7P3,May,2020,Veronica praecox,r,4,fr,
F7P3,May,2020,Valerianella locusta ,+,6,fr,
F7P4,May,2020,Arenaria serpyllifolia,+,3,fr,
F7P4,May,2020,Arrhenatherum elatius,2a,10,v,
F7P4,May,2020,Bromus japonicus,+,7,v,Bromus sp.
F7P4,May,2020,Cerastium sp.,+,8,v,
F7P4,May,2020,Echium vulgare,+,2,v,
F7P4,May,2020,Medicago minima,+,2,v,
F7P4,May,2020,Teucrium chamaedrys,2b,5,v,
F7P4,May,2020,Valerianella locusta ,+,8,fr,
F7P4,May,2020,Veronica praecox,r,4,fr,
F7P5,May,2020,Acinos arvensis,+,1,v,
F7P5,May,2020,Bromus sp.,+,3,v,
F7P5,May,2020,Dianthus pontederae,+,13,fl,
F7P5,May,2020,Echium vulgare,2a,7,v,
F7P5,May,2020,Galium glaucum,+,3,v,
F7P5,May,2020,Medicago minima,+,1,v,
F7P5,May,2020,Potentilla incana,2a,4,fr,
F7P5,May,2020,Sedum album,1,3,v,
F7P5,May,2020,Teucrium chamaedrys,1,3,v,
F7P6,May,2020,Acinos arvensis,r,1,s,
F7P6,May,2020,Cerastium sp.,r,3,fr,
F7P6,May,2020,Dianthus pontederae,+,4,v,
F7P6,May,2020,Echium vulgare,1,8,v,
F7P6,May,2020,Medicago minima,r,1,v,
F7P6,May,2020,Sedum album,1,9,v,
F7P6,May,2020,Teucrium chamaedrys,2a,4,v,
F7P6,May,2020,Arrhenatherum elatius,+,6,v,
F1P1,July,2020,Phleum phleoides,+,14,v,
F1P1,July,2020,Festuca valesiaca,2a,18,fr,
F1P1,July,2020,Acinos arvensis,2a,27,fr,
F1P1,July,2020,Teucrium chamaedrys,1,7,fl,
F1P1,July,2020,Convolvulus arvensis,+,15,fl,
F1P1,July,2020,Verbascum lychnitis,2b,5,v,
F1P1,July,2020,Echium vulgare,2a,64,fl,
F1P1,July,2020,Potentilla incana,+,10,v,
F1P1,July,2020,Alyssum alyssoides,+,10,fr,
F1P1,July,2020,Microthlaspi perfoliatum,r,3,pfr,
F1P1,September,2020,Phleum phleoides,1,14,v,
F1P1,September,2020,Festuca valesiaca,2b,15,fr,
F1P1,September,2020,Teucrium chamaedrys,+,4,fr,
F1P1,September,2020,Convolvulus arvensis,+,5,v,
F1P1,September,2020,Verbascum lychnitis,2b,5,v,
F1P1,September,2020,Potentilla incana,1,4,v,
F1P1,September,2020,Medicago minima,+,2,s,
F1P1,September,2020,Veronica sp.,+,1,s,
F1P1,September,2020,Arenaria serpyllifolia,+,1,s,
F1P2,July,2020,Artemisia absinthium,3,90,v,
F1P2,July,2020,Arrhenatherum elatius,1,70,v,
F1P2,July,2020,Festuca valesiaca,2b,30,fr,
F1P2,July,2020,Verbascum lychnitis,2b,15,v,
F1P2,July,2020,Trifolium arvense,1,15,fl,
F1P2,July,2020,Teucrium chamaedrys,2b,15,fl,
F1P2,July,2020,Alyssum alyssoides,+,15,fr,
F1P2,July,2020,Phleum phleoides,r,10,v,
F1P2,September,2020,Artemisia absinthium,3,10,fr,
F1P2,September,2020,Arrhenatherum elatius,1,20,v,
F1P2,September,2020,Festuca valesiaca,2a,25,fr,
F1P2,September,2020,Verbascum lychnitis,2a,10,v,
F1P2,September,2020,Trifolium arvense,+,17,fr,
F1P2,September,2020,Teucrium chamaedrys,2b,10,fr,
F1P2,September,2020,Phleum phleoides,+,8,v,
F1P2,September,2020,Arenaria serpyllifolia,+,1,s,
F1P2,September,2020,Veronica sp.,+,1,s,
F1P3,July,2020,Arrhenatherum elatius,1,70,fr,
F1P3,July,2020,Festuca valesiaca,1,20,v,
F1P3,July,2020,Carex supina,+,8,v,
F1P3,July,2020,Teucrium chamaedrys,2b,12,fl,
F1P3,July,2020,Echium vulgare,+,5,v,
F1P3,July,2020,Elymus hispidus,+,80,fr,
F1P3,July,2020,Acinos arvensis,+,20,fr,
F1P3,July,2020,Alyssum alyssoides,+,15,fr,
F1P3,September,2020,Arrhenatherum elatius,2a,40,v,
F1P3,September,2020,Festuca valesiaca,2a,14,v,
F1P3,September,2020,Carex supina,+,15,v,
F1P3,September,2020,Teucrium chamaedrys,2a,10,fr,
F1P3,September,2020,Echium vulgare,+,1,s,
F1P3,September,2020,Elymus hispidus,+,5,v,
F1P3,September,2020,Acinos arvensis,+,20,v,
F1P3,September,2020,Veronica sp.,+,1,s,
F1P3,September,2020,Centaurea stoebe,+,1,s,
F1P3,September,2020,Arenaria serpyllifolia,+,1,s,
F1P3,September,2020,Medicago minima,+,2,s,
F1P4,July,2020,Arrhenatherum elatius,2b,75,fr,
F1P4,July,2020,Elymus hispidus,1,40,v,
F1P4,July,2020,Carex supina,1,20,v,
F1P4,July,2020,Carex praecox,+,15,v,
F1P4,July,2020,Geranium pusillum,+,15,fr,
F1P4,July,2020,Convolvulus arvensis,+,25,v,
F1P4,July,2020,Teucrium chamaedrys,2b,15,fl,
F1P4,July,2020,Echium vulgare,+,5,v,
F1P4,July,2020,Artemisia absinthium,r,1,s,
F1P4,September,2020,Arrhenatherum elatius,2b,25,v,
F1P4,September,2020,Carex supina,2a,15,v,
F1P4,September,2020,Carex praecox,1,15,v,
