plot,month,year,species,cover,height,phenology
F7P2,May,2021,Trifolium arvense,r,2,v
F7P3,May,2021,Acinos arvensis,+,4,v
F7P3,May,2021,Alyssum alyssoides,r,9,fl
F7P3,May,2021,Arenaria serpyllifolia,+,5,fl
F7P3,May,2021,Arrhenatherum elatius,2a,17,v
F7P3,May,2021,Bromus japonicus,+,10,v
F7P3,May,2021,Centaurea stoebe,+,55,v
F7P3,May,2021,Festuca valesiaca,+,8,v
F7P3,May,2021,Geranium pusillum,+,7,fr
F7P3,May,2021,Hesperis tristis,2a,25,fl
F7P3,May,2021,Holosteum umbellatum,+,10,fr
F7P3,May,2021,Medicago minima,1,7,v
F7P3,May,2021,Melica ciliata,+,12,v
F7P3,May,2021,Poa bulbosa,+,14,v
F7P3,May,2021,Potentilla incana,2b,5,v
F7P3,May,2021,Sedum album,r,2,v
F7P3,May,2021,Teucrium chamaedrys,3,6,v
F7P3,May,2021,Valerianella locusta,+,7,fr
F7P3,May,2021,Cerastium sp.,+,9,fr
F7P3,May,2021,Veronica arvensis,+,5,fr
F7P4,May,2021,Acinos arvensis,+,6,v
F7P4,May,2021,Arenaria serpyllifolia,+,3,fr
F7P4,May,2021,Arrhenatherum elatius,2a,40,fl
F7P4,May,2021,Bromus japonicus,+,12,fl
F7P4,May,2021,Cerastium sp.,+,7,fr
F7P4,May,2021,Festuca valesiaca,+,7,v
F7P4,May,2021,Holosteum umbellatum,+,5,fr
F7P4,May,2021,Lamium amplexicaule,r,2,v
F7P4,May,2021,Medicago minima,2a,4,v
F7P4,May,2021,Sedum album,r,3,v
F7P4,May,2021,Teucrium chamaedrys,3,9,v
F7P4,May,2021,Trifolium arvense,+,3,v
F7P4,May,2021,Trifolium campestre,+,2,v
F7P4,May,2021,Valerianella locusta,+,5,fr
F7P4,May,2021,Festuca rupicola,1,20,fl
F7P4,May,2021,Melica ciliata,+,7,v
F7P5,May,2021,Acinos arvensis,1,8,v
F7P5,May,2021,Alyssum montanum subsp. gmelinii,+,2,fr
F7P5,May,2021,Arabis auriculata,r,10,fr
F7P5,May,2021,Arenaria serpyllifolia,+,2,fr
F7P5,May,2021,Arrhenatherum elatius,+,14,v
F7P5,May,2021,Bromus japonicus,+,10,v
F7P5,May,2021,Cerastium sp.,+,6,fr
F7P5,May,2021,Dianthus pontederae,+,11,fl
F7P5,May,2021,Galium glaucum,+,13,v
F7P5,May,2021,Lepidium campestre,+,1,v
F7P5,May,2021,Medicago minima,1,3,fl
F7P5,May,2021,Melica ciliata,+,3,v
F7P5,May,2021,Microthlaspi perfoliatum,r,6,fr
F7P5,May,2021,Minuartia rubra,r,1,v
F7P5,May,2021,Potentilla incana,2b,7,fr
F7P5,May,2021,Ranunculus illyricus,+,6,v
F7P5,May,2021,Sedum album,1,5,v
F7P5,May,2021,Teucrium chamaedrys,2a,7,v
F7P5,May,2021,Verbascum lychnitis,+,2,v
F7P5,May,2021,Veronica praecox,+,4,fr
F7P5,May,2021,Centaurea stoebe,+,5,v
F7P5,May,2021,Festuca csikhegyensis,r,2,v
F7P6,May,2021,Acinos arvensis,+,4,v
F7P6,May,2021,Arenaria serpyllifolia,+,5,fl
F7P6,May,2021,Arrhenatherum elatius,2a,30,fl
F7P6,May,2021,Centaurea stoebe,+,5,v
F7P6,May,2021,Cerastium sp.,+,10,fr
F7P6,May,2021,Dianthus pontederae,1,20,fl
F7P6,May,2021,Festuca valesiaca,+,10,v
F7P6,May,2021,Geranium pusillum,r,4,fr
F7P6,May,2021,Lepidium campestre,+,1,v
F7P6,May,2021,Medicago minima,1,3,fl
F7P6,May,2021,Melica ciliata,+,8,v
F7P6,May,2021,Sedum album,1,5,v
F7P6,May,2021,Teucrium chamaedrys,3,7,v
F7P6,May,2021,Bromus japonicus,1,12,fl
F7P6,May,2021,Arabis auriculata,r,10,fr
